Question,Answer
"산업재해를 입어서 회복 기간이 길어질 것 같은데, 직장에 어떻게 복귀하죠?","회복 후 직장 복귀를 위해 근로복지공단에서 제공하는 여러 재활서비스를 활용할 수 있습니다. 재활상담, 집중재활치료 등 다양한 프로그램이 준비되어 있으며, 근로복지공단 지사나 지역본부에 문의하시면 됩니다. 이와 관련한 제도는 산재근로자 직장복귀 지원입니다. 참고해주세요."
"재활 프로그램에 참여하고 싶은데, 어떤 종류의 서비스가 있나요?","산재근로자를 위한 재활 프로그램에는 재활상담, 집중재활치료, 직업능력평가, 작업능력강화훈련, 직장동료 화합프로그램 등이 포함됩니다. 서비스 이용을 위해 근로복지공단과 상담이 필요합니다. 이와 관련한 제도는 산재근로자 직장복귀 지원입니다. 참고해주세요."
산재근로자가 다시 일할 수 있도록 도와주는 프로그램에 대해 알려주세요.,"산재근로자의 원활한 직장 복귀를 돕기 위해 재활상담, 집중재활치료, 직업능력평가 등의 프로그램을 제공합니다. 또한 작업능력강화훈련과 직장동료 화합 프로그램까지 지원받을 수 있습니다. 근로복지공단에 문의하면 자세한 정보를 얻을 수 있습니다. 이와 관련한 제도는 산재근로자 직장복귀 지원입니다. 참고해주세요."
"재활 치료를 받고 있는데, 직업능력을 평가받고 싶어요. 어떻게 해야 하나요?","직업능력 평가를 원하시는 경우, 산재근로자 직장복귀 지원 제도를 통해 평가 서비스를 제공받을 수 있습니다. 특히 근로복지공단 지사나 지역본부에 문의하시면 필요한 절차와 상세한 안내를 받으실 수 있습니다. 이와 관련한 제도는 산재근로자 직장복귀 지원입니다. 참고해주세요."
"사무직에서 근무 중 부상을 당했는데요, 특별한 재활 프로그램이 있나요?","부상 후에는 근로자 맞춤형 재활 프로그램을 이용할 수 있으며, 범주에는 직업능력평가, 작업능력강화훈련, 직장동료 화합프로그램 등이 포함됩니다. 이러한 서비스를 제공받고자 하신다면 근로복지공단에 문의하여 지원받으실 수 있습니다. 이와 관련한 제도는 산재근로자 직장복귀 지원입니다. 참고해주세요."
회사에 복귀하려고 하는데 동료들과의 관계 개선 프로그램이 있다고 들었어요. 정보를 얻을 수 있을까요?,"네, 근로복지공단에서 제공하는 직장동료 화합프로그램을 통해 동료들과의 관계를 개선하며 복귀할 수 있습니다. 이 프로그램에 대한 정보는 근로복지공단 지사나 지역본부를 통해 문의하실 수 있습니다. 이와 관련한 제도는 산재근로자 직장복귀 지원입니다. 참고해주세요."
오랜 기간 요양을 받고 있는데 사업주와 상담할 수 있는 프로그램도 있나요?,근로복지공단에서는 사업주 상담을 포함한 다양한 지원 프로그램을 제공하여 근로자가 원직장으로 원활하게 복귀할 수 있도록 도와줍니다. 이러한 서비스에 대한 정보는 근로복지공단에 문의하시면 상세히 안내받으실 수 있습니다. 이와 관련한 제도는 산재근로자 직장복귀 지원입니다. 참고해주세요.
"근로복지공단에 연락해서 지원 프로그램에 대해 물어보고 싶은데, 연락처를 알려주실 수 있나요?","근로복지공단에 대한 문의는 전화번호 1588-0075로 하실 수 있으며, 웹사이트 [www.comwel.or.kr](http://www.comwel.or.kr)에서도 정보를 찾아볼 수 있습니다. 이와 관련한 제도는 산재근로자 직장복귀 지원입니다. 참고해주세요."
요양 중인 산재근로자가 직장 복귀를 원한다면 어떤 절차를 거쳐야 하나요?,직장 복귀를 원하시는 요양 중인 산재근로자분은 근로복지공단의 지사나 지역본부에 문의하여 재활서비스 지원 절차에 대해 상담받으실 수 있습니다. 절차를 시작하기 전에 개인정보 제공 동의가 필요할 수 있습니다. 이와 관련한 제도는 산재근로자 직장복귀 지원입니다. 참고해주세요.
만약 제가 폭행 피해를 당해서 병원에서 치료를 받았다면 어떤 지원을 받을 수 있나요?,"폭행 피해로 입원 및 치료를 필요로 하는 경우, 5주 이상 치료를 요할 때 피해자 한 명당 연 1,500만 원의 치료비를 최대 5,000만 원 한도 내에서 실비로 지원받을 수 있습니다. 만약 5주 미만의 치료가 필요하다면 심의위원회의 특별결의에 따라 재량으로 지원을 받을 수도 있습니다. 이와 관련한 제도는 범죄피해자에 대한 경제적 지원 사업입니다. 참고해주세요."
범죄 피해로 인해 정신적 충격을 받았을 때 어떤 지원을 받을 수 있습니까?,"정신적 충격으로 인한 정신 건강 치료가 필요한 경우, 정신과 치료에 대해서는 실비를 지급하고, 심리상담의 경우 회당 최대 10만 원을 지원받을 수 있습니다. 이와 관련한 제도는 범죄피해자에 대한 경제적 지원 사업입니다. 참고해주세요."
폭력 사건의 피해자인데 생활이 어려워졌어요. 이런 경우 어떤 도움을 받을 수 있나요?,"범죄 피해자가 생계에 어려움을 겪고 있다면 월 최대 50만 원 상한으로 최대 3개월간 생계비를 지원받을 수 있습니다. 가구원 수에 따라 2인 가족은 80만 원, 2인을 초과하는 경우 1인 추가당 20만 원씩 증액되어 지급됩니다. 이와 관련한 제도는 범죄피해자에 대한 경제적 지원 사업입니다. 참고해주세요."
범죄로 부모님을 잃었어요. 장례비는 어떻게 지원받을 수 있나요?,"범죄로 인한 사망 피해자에 대하여 장례비를 실비로 지급하며, 지원 금액은 1인당 최대 400만 원으로 한정됩니다. 신청은 검찰청에 직접 하거나 경찰, 군검찰, 범죄피해자지원센터의 추천을 받아 신청할 수 있습니다. 이와 관련한 제도는 범죄피해자에 대한 경제적 지원 사업입니다. 참고해주세요."
가족 중 한 명이 범죄 피해를 입어 학교를 다니기 힘들어졌습니다. 어떤 학자금 지원을 받을 수 있나요?,"범죄 피해자가 학생일 경우, 교육 단계에 따라 일정 금액의 학자금을 지원받을 수 있습니다. 예를 들어, 초등학생은 학기당 50만 원, 대학생은 학기당 100만 원의 지원을 받을 수 있으며, 어린이집과 유치원생부터 고등학생까지 단계별로 차등 지원됩니다. 특히 고등학생들은 수업료와 입학금을 별도로 1년간 지원받을 수 있습니다. 이와 관련한 제도는 범죄피해자에 대한 경제적 지원 사업입니다. 참고해주세요."
범죄 피해로 인해 직업을 못 가질 정도로 신체적 손상을 입었습니다. 치료비 외에 다른 지원은 무엇이 있습니까?,"신체적 손상으로 인해 일을 할 수 없는 경우, 생계비 지원을 추가로 받을 수 있습니다. 가족 구성원에 따라 최대 월 50만 원으로 시작해 가구원 수에 따라 추가적으로 생계비를 받을 수 있습니다. 또한 심리치료비 지원으로 정신적인 회복도 도모할 수 있습니다. 이와 관련한 제도는 범죄피해자에 대한 경제적 지원 사업입니다. 참고해주세요."
"강도 사건의 피해자가 되었는데, 치료비는 어떻게 신청하나요?","강도 사건으로 인한 신체적 피해를 입은 경우, 검찰청 경제적 지원심의위원회를 통해 치료비 지원을 신청할 수 있습니다. 지원 결정은 심의위원회가 내리며, 그에 따라 실비 지급이 결정됩니다. 이와 관련한 제도는 범죄피해자에 대한 경제적 지원 사업입니다. 참고해주세요."
저는 외국인인데 한국에서 범죄 피해를 입었습니다. 저도 경제적 지원을 받을 수 있나요?,국내에서 발생한 범죄의 외국인 피해자도 경제적 지원을 받을 수 있습니다. 하지만 피해자와 가해자가 모두 외국인인 경우에는 피해자가 외국인등록 또는 국내거소 신고를 마친 자여야 합니다. 그리고 피해 발생 및 확대에 중대한 귀책사유가 없어야 합니다. 이와 관련한 제도는 범죄피해자에 대한 경제적 지원 사업입니다. 참고해주세요.
범죄피해를 입었을 때 아무런 귀책사유가 없어도 벌금을 받지 못했다면 어떻게 해야 하나요?,"가해자로부터 범죄피해에 대한 배상을 받지 못했을 경우에도 귀책사유가 없다면 경제적 지원을 신청할 수 있습니다. 이때, 지원 내용에는 치료비, 생계비, 심리치료비 등이 포함될 수 있으며, 구체적인 신청 절차와 자격 조건은 검찰청 피해자지원실에 문의해 확인할 수 있습니다. 이와 관련한 제도는 범죄피해자에 대한 경제적 지원 사업입니다. 참고해주세요."
나는 살인 범죄로 가족을 잃었어요. 학비를 얻기 위해 어디에 연락해야 하나요?,"살인 범죄로 가족을 잃은 경우, 가족이 학생이라면 학자금 지원을 받을 수 있습니다. 지원은 검찰청에 직접 신청하거나 경찰, 군검찰, 범죄피해자지원센터의 추천을 통해 이루어지며, 학비는 교육 단계에 따라 상이하게 지원받을 수 있습니다. 상세한 신청 절차는 검찰청 피해자지원실에 문의하여 안내받을 수 있습니다. 이와 관련한 제도는 범죄피해자에 대한 경제적 지원 사업입니다. 참고해주세요."
일본군 위안부 피해자분들에게 어떤 형태의 지원이 제공되고 있나요?,"등록된 일본군 위안부 피해자에게는 신규 등록 시 특별지원금, 정기적인 생활안정지원자금, 간병비, 치료비, 장례비 및 법률상담, 정서적 지원 등 다양한 형태의 지원이 제공됩니다. 이와 관련한 제도는 일본군 ‘위안부’ 피해자 생활안정 및 기념사업입니다. 참고해주세요."
매달 일본군 위안부 피해자분들에게 생활안정을 위한 지원금은 얼마나 지급되나요?,"등록된 일본군 위안부 피해자 분들에게는 매달 170만 7,000원의 생활안정지원자금이 지급됩니다. 이와 관련한 제도는 일본군 ‘위안부’ 피해자 생활안정 및 기념사업입니다. 참고해주세요."
"일본군 위안부 피해자분들이 신규로 등록될 경우, 한 번에 받을 수 있는 특별 지원금 액수는 얼마인가요?","신규 등록 시 일본군 위안부 피해자분들은 4,300만 원의 특별지원금을 받을 수 있습니다. 이와 관련한 제도는 일본군 ‘위안부’ 피해자 생활안정 및 기념사업입니다. 참고해주세요."
위안부 피해자 지원 제도에서 간병비는 어떻게 지원되는 건가요?,"위안부 피해자분들에게는 월평균 1인당 312만 6,000원의 간병비가 지급됩니다. 이와 관련한 제도는 일본군 ‘위안부’ 피해자 생활안정 및 기념사업입니다. 참고해주세요."
