,Question,Answer,Documents
253,저희 집이 좀 오래되어서 주거환경이 그다지 좋지 않아요. 혹시 리모델링을 지원받을 수 있는 복지 제도가 있나요?,"아직 노후주택 주거환경 개선을 지원하는 정부 제도를 이용할 수 있습니다. 이는 주거 환경의 향상을 도모하는 것을 목적으로 하며, 개선 공사 비용을 지원 받을 수 있습니다.",노후 영구 임대주택 리모델링
254,기존에 살고 있는 영구 임대주택이 너무 오래되어서 겨울에 춥고 비효율적인 것 같아요. 이 문제를 해결할 수 있도록 도와주는 정부의 정책은 무엇인가요?,정부에서는 노후 영구 임대주택의 에너지 효율성을 개선하기 위하여 에너지성능강화 공사 비용을 지원하는 제도를 운영하고 있습니다. 해당 제도를 통해 보다 따뜻하고 효율적인 주거 공간으로 개선하실 수 있습니다.,노후 영구 임대주택 리모델링
255,노년층을 위한 공공주택의 보수나 개선 작업을 하고 싶어요. 어떻게 신청해야 하나요?,노후 영구 임대주택의 리모델링을 원하신다면 직접 해당 단지의 관리사무소를 방문하여 신청 접수를 하시면 됩니다.,노후 영구 임대주택 리모델링
256,"저희 어머니가 사시는 임대 아파트가 오래되어 수리가 필요한데, 이런 상황에서 도움받을 수 있는 방법이 있나요?","네, 어머니께서 거주하시는 영구 임대주택에 대한 리모델링이 필요하시면, 관리사무소에 직접 리모델링 신청을 접수하시면 됩니다.",노후 영구 임대주택 리모델링
257,"저희 집이 1차 영구 임대주택에 속해 있는데, 집의 노후화로 인해 리모델링이 필요합니다. 신청 절차를 알려주실 수 있나요?",노후화된 1차 영구 임대주택에 대한 리모델링은 주택 단지 내에 위치한 관리사무소에 방문하여 신청하실 수 있습니다. 관리사무소에서 필요한 절차를 안내받을 수 있습니다.,노후 영구 임대주택 리모델링
258,노인을 위한 임대 아파트 개조 문의는 어디에 할 수 있나요?,노후 영구 임대주택 리모델링에 대한 문의는 한국토지주택공사에 하실 수 있습니다. 해당 기관의 전화번호는 1600-1004로 연락하시면 도움을 받으실 수 있습니다.,노후 영구 임대주택 리모델링
259,"할머니 댁을 새로 고치려고 하는데, 국가에서 지원하는 주택 개선 서비스에 대해 알고 싶어요.","국가에서는 노후 영구 임대주택 리모델링 지원을 제공하고 있으며, 이에 대한 문의는 한국토지주택공사로 하시면 되고, 전화번호는 1600-1004입니다.",노후 영구 임대주택 리모델링
260,"부모님이 살고 계신 공공임대주택을 리모델링하고 싶어요, 어디로 연락해야 하나요?",부모님의 공공임대주택 리모델링 문의는 한국토지주택공사에 직접 하실 수 있습니다. 연락처는 1600-1004로 문의하시면 안내를 받으실 수 있습니다.,노후 영구 임대주택 리모델링
261,1인 가구를 위한 국민기초생활보장제도 내 주거급여의 선정기준 금액은 얼마인가요?,"2023년도 기준으로 1인 가구의 주거급여 선정기준 금액은 976,609원입니다.",맞춤형 기초생활보장제도
262,자립을 유도하는 복지 제도 중 의료급여를 받기 위한 소득인정액은 얼마 이하여야 하나요?,"의료급여를 받기 위한 2023년도 소득인정액 기준은 831,157원 이하여야 합니다.",맞춤형 기초생활보장제도
263,"생계급여의 소득 기준을 초과하는 경우, 생계급여와 주거급여를 동시에 받을 수 없다고 들었는데, 구체적인 기준은 무엇인가요?","없습니다. 생계급여의 경우, 생계와 주거를 달리하는 배우자를 포함한 1촌 혈족의 연 소득이 1억 원을 초과하거나, 재산이 9억 원을 초과하는 경우 생계급여와 주거급여를 받을 수 없습니다.",맞춤형 기초생활보장제도
264,"교육급여를 지원받고 싶은데, 1인 가구의 선정기준 금액은 얼마인가요?","1인 가구 기준 2023년도 교육급여 선정기준 금액은 1,038,946원입니다.",맞춤형 기초생활보장제도
265,현재 국민기초생활보장제도 내에서 최저 생활 보장을 위해 제공되는 급여 종류는 어떤 것들이 있나요?,"국민기초생활보장제도에서 최저 생활을 보장하기 위해 제공되는 급여 종류는 생계급여, 의료급여, 주거급여, 교육급여입니다.",맞춤형 기초생활보장제도
266,국민기초생활보장제도에서 의료급여를 제외한 다른 급여를 받으려면 부양의무자 기준을 충족시켜야 하나요?,"아니요, 국민기초생활보장제도에서 의료급여에 한해서만 부양의무자 기준을 충족해야 하며, 나머지 급여인 생계, 주거, 교육급여는 소득인정액 기준만 충족하면 됩니다.",맞춤형 기초생활보장제도
267,실제 임차료에 대해 주거급여는 어떻게 지원하나요?,임차가구의 경우 주거급여는 지역 및 가족 수에 따라 산정된 기준임대료를 상한으로 하여 실제 임차료(월임차료+보증금 환산액)를 지원받을 수 있습니다.,맞춤형 기초생활보장제도
268,1종 의료급여수급자가 상급종합병원에서 외래 진료를 받았을 때 드는 비용은 얼마인가요?,1종 의료급여수급자가 상급종합병원에서 외래 진료를 받는 경우 본인부담금은 2000원입니다.,맞춤형 기초생활보장제도
269,교육급여에서 초등학생에게 제공되는 바우처 지원금은 얼마인가요?,교육급여에서 초등학생에게 지급되는 교육활동지원비(바우처)는 41만 5000원입니다.,맞춤형 기초생활보장제도
270,만약 저희 집 지붕이 노후되어 대보수가 필요하다면 주거급여로 얼마까지 지원을 받을 수 있나요?,"주거급여에서 노후도가 대보수인 경우, 지원받을 수 있는 수선비용은 1241만 원이며 주기는 7년입니다.",맞춤형 기초생활보장제도
271,"생계급여를 받기 위해 4인 가구의 소득인정액이 60만 원일 때, 지급받는 금액은 얼마인가요?","생계급여 선정기준액인 162만 289원에서 소득인정액 60만 원을 뺀 102만 289원을 원 단위로 올려 지급받으므로, 102만 290원을 받게 됩니다.",맞춤형 기초생활보장제도
272,2종 의료급여수급자가 입원할 때 부담해야 하는 본인부담금 비율은 얼마인가요?,2종 의료급여수급자가 입원을 할 경우 본인부담금은 10%입니다.,맞춤형 기초생활보장제도
273,저는 생활이 어려워서 정부 지원을 받고 싶어요. 어디로 가서 신청할 수 있나요?,생활이 어려운 분이시라면 기초생활보장제도를 신청하실 수 있습니다. 가까운 읍면동 주민센터 또는 행정복지센터로 방문하여 상담 및 신청 절차를 밟으시면 됩니다.,맞춤형 기초생활보장제도
274,기초수급자 지원을 받으려면 어디에 연락해야 하나요?,"기초생활 수급을 희망하시면, 거주하시는 지역의 읍면동 주민센터나 행정복지센터에 연락하여 신청하실 수 있습니다. 그곳에서 필요한 서류와 절차에 대해서 자세히 안내받을 수 있습니다.",맞춤형 기초생활보장제도
275,"최근 경제적인 어려움을 겪고 있는데, 정부 지원을 받는 방법을 알고 싶습니다. 어떻게 해야 하나요?","경제적인 어려움을 겪고 계시다면, 맞춤형 기초생활보장제도에 대해 알아보실 것을 추천합니다. 신청은 거주 지역의 읍면동 주민센터나 행정복지센터에 직접 방문해서 할 수 있으며, 상담을 통해 필요한 자세한 정보와 신청 절차를 안내받을 수 있습니다.",맞춤형 기초생활보장제도
276,일상에서 경제적 어려움을 겪고 있어요. 기초생활 보장제도에서 지원 받을 수 있는 방법은 어떻게 알아볼 수 있나요?,맞춤형 기초생활보장제도가 제공하는 생계급여 및 의료급여 관련 문의는 보건복지상담센터(전화번호 129)로 문의하실 수 있습니다.,맞춤형 기초생활보장제도
277,저는 세금이 너무 부담되고 있어서 주거 지원 관련해서 도움을 받을 수 있는 곳이 어딘가요?,"주거급여에 대한 지원은 주거급여 콜센터(전화번호 1600-0777) 또는 LH마이홈(전화번호 1600-1004, 웹사이트 http://www.myhome.go.kr)으로 문의하시면 안내받으실 수 있습니다.",맞춤형 기초생활보장제도
278,"아이 교육비가 부담되는데, 교육급여 지원을 어디에서 신청할 수 있나요?",교육급여와 관련해서는 한국장학재단 교육급여 바우처 콜센터(전화번호 1599-2000)로 연락하셔서 지원을 신청하실 수 있습니다.,맞춤형 기초생활보장제도
279,"치료비가 많이 들어서 걱정인데, 의료 지원을 받으려면 어떻게 해야 하나요?",의료비에 대한 지원은 ‘맞춤형 기초생활보장제도’의 의료급여를 통해 해결할 수 있으며 보건복지상담센터(전화번호 129)로 상담을 신청하세요.,맞춤형 기초생활보장제도
280,"저소득층이지만 집을 구할 여유가 없어요. 주거급여가 따로 있나요, 그리고 어떻게 신청하나요?","주거급여는 저소득가구를 위한 지원제도로, 주거급여 콜센터(전화번호 1600-0777) 또는 LH마이홈(전화번호 1600-1004, 웹사이트 http://www.myhome.go.kr)으로 신청할 수 있습니다.",맞춤형 기초생활보장제도
281,"형편이 어려워서 아이들 학비를 감당하기 힘든데, 교육 지원은 어떻게 받을 수 있을까요?","교육에 대한 경제적 부담을 덜기 위해서는 교육급여 지원을 신청할 수 있는데, 이는 한국장학재단 교육급여 바우처 콜센터(전화번호 1599-2000)를 통해 안내받으실 수 있습니다.",맞춤형 기초생활보장제도
282,"만약 부부합산 연소득이 5500만 원인 경우, 버팀목 대출 보증을 이용할 수 있을까요?","아니요, 일반 가구의 경우 연소득이 5000만 원 이하여야 하고, 신혼가구, 2자녀 이상 가구, 혁신도시 이전 공공기관에 근무하거나 재개발 구역 이주 세입자 같은 특정 조건의 가구는 6000만 원 이하여야 합니다.",버팀목 대출 보증
283,버팀목 대출 보증 신청 자격에서 말하는 '무주택세대주'의 의미는 무엇인가요?,"무주택세대주'란 자신의 명의로 소유하고 있는 주택이 없는 사람을 말하며, 해당 세대의 가장으로 등록되어 있어야 합니다.",버팀목 대출 보증
284,2자녀를 둔 가족이 버팀목 대출 보증을 받기 위한 소득 기준은 얼마인가요?,2자녀를 둔 가족은 연소득이 6000만 원 이하일 경우 버팀목 대출 보증의 대상이 될 수 있습니다.,버팀목 대출 보증
285,"20세 무주택 세대주의 연소득이 4800만 원일 경우, 버팀목 대출 보증에 신청 자격이 있나요?","네, 만 19세 이상 무주택세대주로서 부부합산 연소득이 5000만 원 이하라면 버팀목 대출 보증 신청 자격이 있습니다. ",버팀목 대출 보증
286,혁신도시로 이전하는 공공기관의 직원도 버팀목 대출 보증을 신청할 수 있나요?,"네, 혁신도시 이전 공공기관의 직원의 경우 부부합산 연소득이 6000만 원 이하일 때 버팀목 대출 보증 신청이 가능합니다.",버팀목 대출 보증
287,재개발 지역 내 세입자인데 연소득이 5800만 원인 경우 버팀목 대출 보증을 신청할 수 있나요?,"네, 타 지역으로 이주하는 재개발 구역 내 세입자의 경우 연소득 기준이 6000만 원 이하이므로 신청이 가능합니다.",버팀목 대출 보증
288,서울에 사는 1자녀 가구가 전세 보증금 3억 원인 주택을 얻으려면 버팀목 대출 보증 제도를 통해 얼마까지 보증 받을 수 있나요?,수도권에 한 자녀를 둔 가구는 전세보증금 3억 원 이하 주택에 대하여 버팀목 대출 보증 제도를 통해 대출금의 최대 90%까지 보증 받을 수 있습니다.,버팀목 대출 보증
289,대전에 사는 3자녀 가족이 버팀목 대출 보증의 혜택을 받으려면 주택의 전세보증금 상한선이 어떻게 되나요?,"지방에 거주하는 2자녀 이상 가구의 경우, 주택의 전세보증금 상한선은 3억 원입니다. 따라서 대전에 사는 3자녀 가족은 전세보증금이 3억 원 이하인 주택에 대해 버팀목 대출 보증을 받을 수 있습니다.",버팀목 대출 보증
